image_id,target,freq,entropy,surprisal,prob_target,response,acc
0.jpg,Year,0.0012620344886189,1.3081557750701904,9.059529913088719,0.00011627762432908639,real,0
1.jpg,Old,0.0007777010774164,2.1814463138580322,0.9534159222619586,0.3854221999645233,old,0
2.jpg,Bottle,5.147772256208681e-05,4.647173881530762,1.6601975081059355,0.19010142982006073,DOLLY,0
3.jpg,Message,0.0001383809746292,1.4707623720169067,0.6491244042823284,0.5225030779838562,Message,1
4.jpg,Angela,1.4530002336072889e-05,5.471224784851074,1.2945464015558452,0.2740221321582794,Anglia,0
5.jpg,Erdmann,1.826628865106306e-07,5.619070053100586,5.349226767784523,0.004751823842525482,Library,0
6.jpg,never,0.0011250373237359,5.948383331298828,3.6034811839340715,0.027228768914937973,level,0
7.jpg,knew,0.0002186419399142,3.129897117614746,1.91862084859472,0.14680929481983185,know,0
8.jpg,her,0.0027676194925853,6.8576226234436035,7.715536624945019,0.0004458461480680853,HAT,0
9.jpg,grandfather,2.4078289585492212e-05,2.7342257499694824,0.6091277192905595,0.5438250303268433,grandfather,1
10.jpg,He,0.006780667756834,6.3547139167785645,7.3052427840028455,0.0006720063393004239,nice,0
11.jpg,died,0.0002186419399142,1.3951754570007324,6.6686402032171745,0.001270124688744545,idea,0
12.jpg,in,0.0257388612810434,6.728991985321045,6.678609636406648,0.0012575251748785377,TALL,0
13.jpg,six,0.000269842900527,4.663788795471191,8.888615967775138,0.00013795045379083604,DIA,0
14.jpg,years,0.0012620344886189,0.6249908208847046,0.08099500740765953,0.9221982955932617,years,1
15.jpg,before,0.001177622094095,6.384962558746338,4.884450697571371,0.007563277147710323,picture,0
16.jpg,she,0.0025185337382526,6.097534656524658,6.541891908519078,0.0014417582424357533,ONE,0
17.jpg,was,0.0091469824229944,1.665325403213501,0.25976587661668693,0.7712321281433105,was,1
18.jpg,born,0.0001702085987939,5.984549522399902,8.666631900172586,0.00017223824397660792,DOUNT,0
19.jpg,But,0.0059088676166696,3.315464735031128,1.178956037655571,0.3075996935367584,But,1
20.jpg,on,0.0112503732373592,6.859990119934082,4.416454775804771,0.012076972052454948,OFF,0
21.jpg,Tuesday,5.908867616669641e-05,0.4726518988609314,0.07208114962836416,0.9304553866386414,Tuesday,1
22.jpg,April,0.0002144905106753,1.5420550107955933,0.18187350178245718,0.833706796169281,April,1
23.jpg,described,0.0001383809746292,1.715990424156189,1.97778961697412,0.13837476074695587,describe,0
24.jpg,the,0.0743105833759156,5.822144985198975,6.963464243549498,0.0009458143613301218,line,0
25.jpg,extraordinary,3.1689243190101826e-05,1.0631157159805298,0.3058025511674296,0.7365320324897766,extraordinary,1
26.jpg,moment,0.0002407828958549,2.5103542804718018,0.627696625198092,0.5338199734687805,moment,1
27.jpg,when,0.0032381148063248,1.6827571392059326,2.5675687733925034,0.07672184705734253,which,0
28.jpg,received,0.0002006524132124,1.710599660873413,0.30477968336029576,0.7372857928276062,received,1
29.jpg,a,0.0316892431901018,4.339405059814453,2.7703981492072214,0.06263706088066101,cat,0
30.jpg,message,0.0001383809746292,1.5133062601089478,0.33651118305451166,0.7142578959465027,message,1
31.jpg,bottle,5.147772256208681e-05,4.580598831176758,1.5633463278598103,0.20943406224250793,bottle,1
32.jpg,after,0.0017851145727175,4.444314002990723,2.564528465893353,0.07695546001195908,alter,0
33.jpg,he,0.006780667756834,6.571634292602539,6.513032485863131,0.0014839727664366364,HAT,0
34.jpg,had,0.0029613528570662,5.3318705558776855,6.626182691834959,0.0013252121862024069,train,0
35.jpg,lobbed,3.390333878417007e-07,5.699317455291748,6.819654383668553,0.0010920983040705323,London,0
36.jpg,it,0.0123297448394675,4.760932445526123,6.921079091335245,0.0009867645567283034,ILLNESS,0
37.jpg,into,0.0017851145727175,5.592146396636963,5.780466466150404,0.0030872749630361795,hello,0
38.jpg,Baltic,5.14777225620868e-06,3.454132556915283,2.177605218683457,0.11331256479024887,Battle,0
39.jpg,Sea,0.0001591381208236,5.864532470703125,4.503086718041085,0.011074759066104889,cat,0
40.jpg,Thought,0.0005383019913078,1.0622578859329224,2.4917688500357724,0.0827634409070015,thought,0
41.jpg,to,0.0372244821752724,5.771615028381348,4.931968559640732,0.007212291471660137,LOVE,0
42.jpg,be,0.0085381061346256,5.853877067565918,2.0083812560276075,0.13420574367046356,be,1
43.jpg,world,0.0010738363631231,1.3622435331344604,0.35574003096048556,0.7006547451019287,world,1
44.jpg,s,0.0010018782563158,5.501336574554443,5.754406673755303,0.0031687861774116755,COPPER,0
45.jpg,oldest,2.4078289585492212e-05,2.711843490600586,0.4458397245715467,0.640286386013031,oldest,1
46.jpg,presented,7.777010774164726e-05,2.1482794284820557,0.4664150099787018,0.6272469162940979,presented,1
47.jpg,by,0.0063240105405574,4.442244052886963,4.084814357377181,0.016826262697577477,buy,0
48.jpg,museum,7.098943998481325e-05,2.0187017917633057,0.9169409169487827,0.3997400104999542,Museum,0
49.jpg,that,0.014114859412185,5.495553970336914,7.76621190606227,0.0004238156834617257,ideal,0
50.jpg,is,0.016190574031624,6.2288055419921875,5.016647344751787,0.006626706570386887,dog,0
51.jpg,now,0.0020895527169019,3.4897565841674805,2.8666813484660287,0.05688740313053131,flow,0
52.jpg,exhibiting,3.473362463194567e-06,4.761291980743408,6.810028493226151,0.001102661481127143,campaigning,0
53.jpg,Germany,0.0001098744938556,1.248807668685913,0.18989145905191357,0.8270488977432251,Germany,1
54.jpg,It,0.0123297448394675,6.257203102111816,8.864543610213971,0.00014131153875496238,ALL,0
55.jpg,very,0.0013838097462926,1.4886668920516968,0.20138634629394028,0.8175964951515198,very,1
56.jpg,surprising,2.643076615418973e-05,1.7487462759017944,0.28695095105835033,0.7505485415458679,surprising,1
57.jpg,said,0.0014114859412185,5.368340969085693,4.585011765902305,0.010203629732131958,save,0
58.jpg,recalling,3.3211433911023743e-06,1.8848803043365479,0.36979482486793647,0.6908760666847229,recalling,1
59.jpg,how,0.0024078289585492,3.4378292560577393,3.333446920904363,0.03566994145512581,NOW,0
60.jpg,found,0.0006628448684741,2.3208272457122803,4.735491062994554,0.008778137154877186,round,0
61.jpg,out,0.0033211433911023,1.7651374340057373,0.3290322472941418,0.7196198105812073,out,1
62.jpg,about,0.0034733624631945,0.37211695313453674,0.057880437598431735,0.9437627792358398,about,1
63.jpg,A,0.0316892431901018,6.2574262619018555,4.279765239311709,0.013845912180840969,hat,0
64.jpg,man,0.0009146982422994,5.674233436584473,2.694950916190179,0.06754569709300995,man,1
65.jpg,stood,5.147772256208681e-05,1.7552956342697144,0.37844886575011905,0.684922993183136,stood,1
66.jpg,at,0.0069328868289262,4.476414680480957,4.710291319965835,0.00900215469300747,cat,0
67.jpg,my,0.0051477722562086,5.812251091003418,5.285072031029348,0.005066667217761278,sky,0
68.jpg,door,0.0001660571695551,1.8544973134994507,0.3791981607910297,0.6844099760055542,door,1
69.jpg,and,0.0355639104797212,5.245131969451904,4.750360355648618,0.008648578077554703,area,0
70.jpg,told,0.0004801819819635,5.750214099884033,2.964242236036879,0.05159955471754074,total,0
71.jpg,me,0.0041791054338038,6.816880226135254,6.620723812137719,0.001332466141320765,MAGNETIC,0
72.jpg,post,0.0003722448217527,1.7445353269577026,0.3361959595769807,0.7144830822944641,post,1
73.jpg,from,0.0059088676166696,4.566779136657715,4.737120109344626,0.008763848803937435,HOME,0
74.jpg,then,0.0016190574031624,1.2983949184417725,12.239901791676798,4.833683306060266e-06,light,0
75.jpg,been,0.0025738861281043,5.318431854248047,3.7645788085108656,0.02317737229168415,DEEP,0
76.jpg,name,0.0005632105667411,2.671250343322754,0.5270473170368564,0.5903455018997192,name,1
77.jpg,card,0.0001522190720921,3.3949105739593506,1.3663492958797745,0.255036324262619,card,1
78.jpg,of,0.0347336246319456,6.450450420379639,5.261136714717129,0.005189402494579554,potato,0
79.jpg,Her,0.0027676194925853,7.103994846343994,7.9680017783396915,0.0003463704197201878,HAPPY,0
80.jpg,visitor,1.4114859412185093e-05,3.615321636199951,1.3923086979082144,0.24850092828273773,visitor,1
81.jpg,genealogical,1.5221907209219217e-06,1.5077757835388184,0.6014605628489542,0.5480106472969055,genealogical,1
82.jpg,researcher,1.15132970891549e-05,1.7273765802383423,0.4328421654118662,0.6486628651618958,researcher,1
