image_id,target,freq,entropy,surprisal,prob_target,response,acc
10900.jpg,雇,5.266265936000878e-05,2.276913642883301,1.079454640818242,0.3397807776927948,廉,0
7758.jpg,翼,6.607123314539847e-05,0.7589131593704224,0.15519610545126894,0.8562472462654114,翼,1
4837.jpg,款,0.0003562664532349,2.927717685699463,3.5156442670905617,0.029728643596172333,熟,0
18677.jpg,紊,3.9966618481089085e-07,0.42012253403663635,5.504040710676553,0.004070291295647621,齐,0
6548.jpg,贸,1.204828369121972e-05,1.1170824766159058,7.746020348224206,0.00043246016139164567,留,0
4481.jpg,沉,0.0001075276931581,1.1722866296768188,4.061119856581355,0.01722971349954605,河,0
3716.jpg,否,5.026595776551883e-05,0.799244225025177,0.17756394839548675,0.8373074531555176,否,1
10837.jpg,拨,9.781133534269772e-05,0.7938299775123596,0.13548997661744894,0.8732879161834717,拨,1
6140.jpg,庄,9.781133534269772e-05,2.878871202468872,1.9063426508797454,0.14862295985221863,广,0
9956.jpg,赤,7.773086252399819e-05,2.5873913764953613,5.928335101382586,0.0026629117783159018,去,0
1549.jpg,山,0.0006328587723828,3.062403678894043,2.9853716199983147,0.050520725548267365,业,0
14818.jpg,乖,3.7246038292749135e-05,0.9751331806182861,1.2067302975704768,0.29917389154434204,乘,0
18428.jpg,庚,1.1011872190899744e-05,2.5819625854492188,1.735753792878342,0.17626728117465973,庞,0
767.jpg,点,0.0032452635103769,3.3935391902923584,3.0112799703317235,0.04922862723469734,肯,0
5693.jpg,疗,2.0987332881479516e-05,1.2194575071334839,0.2833063475167929,0.753288984298706,疗,1
9700.jpg,询,3.478456097948919e-05,1.1938284635543823,0.20498602471445956,0.8146587014198303,询,1
20914.jpg,堰,2.8954746290189327e-06,0.9085065722465515,0.15320115194314626,0.857957124710083,堰,1
4517.jpg,啊,0.0053893398016638,0.1747211068868637,0.02247352504988521,0.9777771234512329,啊,1
12411.jpg,矣,5.512413667326872e-05,2.3942737579345703,0.5515317701243057,0.5760667324066162,矣,1
20054.jpg,茸,5.2662659360008775e-06,3.043900728225708,1.4510998831293285,0.23431243002414703,苏,0
