image_id,target,freq,entropy,surprisal,prob_target,response,acc
10900.jpg,雇,5.266265936000878e-05,1.6496662283316255e-05,1.0728841814970589e-06,0.999998927116394,雇,1
7758.jpg,翼,6.607123314539847e-05,5.65275622648187e-05,4.1723338384500676e-06,0.9999958276748657,翼,1
4837.jpg,款,0.0003562664532349,1.4214021575753577e-05,8.344653750216029e-07,0.9999991655349731,款,1
18677.jpg,紊,3.9966618481089085e-07,0.10862693935632706,0.014790660633781061,0.9853181838989258,紊,1
6548.jpg,贸,1.204828369121972e-05,9.958292139344849e-06,5.960466253896608e-07,0.9999994039535522,贸,1
4481.jpg,沉,0.0001075276931581,4.687535692937672e-06,2.3841860752327643e-07,0.9999997615814209,沉,1
3716.jpg,否,5.026595776551883e-05,2.725339811604499e-07,-0.0,1.0,否,1
10837.jpg,拨,9.781133534269772e-05,3.66916210623458e-05,2.5033982140651005e-06,0.9999974966049194,拨,1
6140.jpg,庄,9.781133534269772e-05,2.6602783691487275e-06,1.1920929665620916e-07,0.9999998807907104,庄,1
9956.jpg,赤,7.773086252399819e-05,1.0189853583142394e-07,-0.0,1.0,赤,1
1549.jpg,山,0.0006328587723828,4.415237242483272e-07,-0.0,1.0,山,1
14818.jpg,乖,3.7246038292749135e-05,1.4086655028222594e-05,9.5367477115389e-07,0.9999990463256836,乖,1
18428.jpg,庚,1.1011872190899744e-05,0.0002249676181236282,1.8954456673153145e-05,0.9999810457229614,庚,1
767.jpg,点,0.0032452635103769,1.6595396346019697e-06,1.1920929665620916e-07,0.9999998807907104,点,1
5693.jpg,疗,2.0987332881479516e-05,8.20692366687581e-05,6.1989022697956e-06,0.9999938011169434,疗,1
9700.jpg,询,3.478456097948919e-05,0.00012190412235213444,9.536788639086711e-06,0.9999904632568359,询,1
20914.jpg,堰,2.8954746290189327e-06,6.982324521231931e-06,3.576279326012052e-07,0.9999996423721313,堰,1
4517.jpg,啊,0.0053893398016638,0.04491573944687843,0.00523906033473845,0.9947746396064758,啊,1
12411.jpg,矣,5.512413667326872e-05,7.112455477908952e-07,-0.0,1.0,矣,1
20054.jpg,茸,5.2662659360008775e-06,0.0014011141611263156,0.0001409153083447407,0.999859094619751,茸,1
19888.jpg,侃,2.001569709992953e-06,0.0002819910878315568,2.0384996285808562e-05,0.9999796152114868,侃,1
3292.jpg,族,0.0003245263510376,0.00011400699440855533,8.94073668457571e-06,0.9999910593032837,族,1
9011.jpg,拔,6.801450470849841e-05,0.6629965305328369,0.4740881543358558,0.6224523782730103,拔,1
1403.jpg,报,0.0011011872190899,3.5874008972314186e-06,2.3841860752327643e-07,0.9999997615814209,报,1
1382.jpg,数,0.0008161740565019,4.3758696847362444e-05,2.980236679670453e-06,0.9999970197677612,数,1
10340.jpg,钻,0.0001127097506597,1.0880066838581115e-05,7.152559931001943e-07,0.9999992847442627,钻,1
1638.jpg,治,0.0003245263510376,0.015378701500594616,0.0019541987381220586,0.9980477094650269,治,1
14083.jpg,弊,1.910883703714956e-05,2.5846711650956422e-05,1.78814094198478e-06,0.9999982118606567,弊,1
8800.jpg,挺,0.0004586120888915,2.5531860956107266e-05,1.78814094198478e-06,0.9999982118606567,挺,1
6406.jpg,床,0.0002409656738243,3.1515276077698218e-06,1.1920929665620916e-07,0.9999998807907104,床,1
9074.jpg,豪,5.512413667326872e-05,6.068605216569267e-06,3.576279326012052e-07,0.9999996423721313,豪,1
17563.jpg,胚,9.781133534269773e-06,1.490140948590124e-05,9.5367477115389e-07,0.9999990463256836,胚,1
5448.jpg,剧,0.0002519775460152,9.098042210098356e-05,6.3181123054209235e-06,0.9999936819076538,剧,1
12168.jpg,卿,3.478456097948919e-05,9.311458484262403e-07,-0.0,1.0,卿,1
5078.jpg,域,7.449207658549827e-05,2.40805576368075e-07,-0.0,1.0,域,1
13564.jpg,俯,3.3229943729009226e-06,3.279835141256626e-07,-0.0,1.0,俯,1
17073.jpg,旭,1.5157518192179647e-05,4.4541357624439115e-07,-0.0,1.0,旭,1
3850.jpg,兰,0.0001781332266174,0.04363296180963516,0.005082687269266879,0.9949302077293396,兰,1
6488.jpg,休,7.125329064699835e-05,5.94844742352052e-08,-0.0,1.0,休,1
10145.jpg,柱,5.512413667326872e-05,6.139080142020248e-07,-0.0,1.0,柱,1
13828.jpg,钓,3.5626645323499174e-05,5.876303475815803e-05,4.053124058622783e-06,0.9999959468841553,钓,1
7154.jpg,桌,3.996661848108907e-05,4.90597983571206e-07,-0.0,1.0,桌,1
19317.jpg,喽,3.400725235424921e-05,0.03745192661881447,0.004309868484765462,0.995699405670166,喽,1
6610.jpg,促,7.125329064699835e-05,2.0500752384577936e-07,-0.0,1.0,促,1
5179.jpg,跑,0.0011011872190899,7.872591822888353e-08,-0.0,1.0,跑,1
12330.jpg,鹿,5.641965104866869e-05,1.299234781981795e-06,1.1920929665620916e-07,0.9999998807907104,鹿,1
18268.jpg,袜,1.9562267068539545e-05,6.085886070650304e-06,3.576279326012052e-07,0.9999996423721313,袜,1
20376.jpg,抨,6.477571876999849e-07,0.008160310797393322,0.0008167382593968184,0.9991835951805115,抨,1
2494.jpg,整,0.0001664735972388,1.152148115579621e-06,-0.0,1.0,整,1
845.jpg,并,0.0126312651601497,4.5298042095964774e-05,2.8610270419527142e-06,0.9999971389770508,并,1
8734.jpg,酸,0.0001127097506597,1.750110101284008e-07,-0.0,1.0,酸,1
11916.jpg,竭,7.1253290646998345e-06,0.00012463358871173114,9.775209520368969e-06,0.9999902248382568,竭,1
11871.jpg,卜,4.482479738883896e-05,7.935838948469609e-05,5.126012588663675e-06,0.9999948740005493,卜,1
12415.jpg,潘,4.087347854386905e-05,3.180222449827852e-07,-0.0,1.0,潘,1
7967.jpg,荒,2.6363717539389388e-05,1.5925998013699427e-05,1.0728841814970589e-06,0.999998927116394,荒,1
7340.jpg,曼,0.0001204828369121,4.669160261983052e-05,3.218655997738752e-06,0.9999967813491821,曼,1
13891.jpg,戚,5.389339801663875e-06,3.774271590373246e-06,2.3841860752327643e-07,0.9999997615814209,戚,1
19970.jpg,蕾,5.512413667326872e-05,2.9089220333844423e-05,1.78814094198478e-06,0.9999982118606567,蕾,1
19148.jpg,栈,1.554617250479964e-05,3.236169504816644e-06,2.3841860752327643e-07,0.9999997615814209,栈,1
7137.jpg,蓝,0.0002636371753938,1.4202510101313237e-05,9.5367477115389e-07,0.9999990463256836,蓝,1
2964.jpg,考,0.0002636371753938,7.730607620715091e-08,-0.0,1.0,考,1
15751.jpg,浆,1.7813322661749587e-05,0.0007883234648033977,7.498545446636188e-05,0.9999250173568726,浆,1
18913.jpg,濒,1.587005109864963e-05,0.0008005715208128095,7.570076409528789e-05,0.9999243021011353,濒,1
15476.jpg,淹,1.6258705411269622e-05,0.0002549170167185366,2.157711419294558e-05,0.9999784231185913,淹,1
5772.jpg,厂,0.0004916477054642,5.150947254151106e-05,3.3378656780893193e-06,0.9999966621398926,厂,1
