"","x","y","language","predictor"
"1",0.80753811457997,0.0245262537889277,"ZH-CN","Word Length"
"2",0.820033073035625,0.0432479104574336,"ZH-CN","Word Length"
"3",0.832528031491281,0.0734171372107148,"ZH-CN","Word Length"
"4",0.845022989946937,0.119652754956189,"ZH-CN","Word Length"
"5",0.857517948402592,0.187329639144624,"ZH-CN","Word Length"
"6",0.870012906858248,0.28191856240155,"ZH-CN","Word Length"
"7",0.882507865313904,0.408083974778814,"ZH-CN","Word Length"
"8",0.89500282376956,0.568524282853236,"ZH-CN","Word Length"
"9",0.907497782225215,0.762718450359355,"ZH-CN","Word Length"
"10",0.919992740680871,0.985829189666643,"ZH-CN","Word Length"
"11",0.932487699136527,1.2280605407575,"ZH-CN","Word Length"
"12",0.944982657592182,1.47475212853224,"ZH-CN","Word Length"
"13",0.957477616047838,1.7073998349062,"ZH-CN","Word Length"
"14",0.969972574503494,1.90562415931468,"ZH-CN","Word Length"
"15",0.982467532959149,2.04722376319348,"ZH-CN","Word Length"
"16",0.994962491414805,2.11472593913102,"ZH-CN","Word Length"
"17",1.00745744987046,2.10432086274622,"ZH-CN","Word Length"
"18",1.01995240832612,2.01782461687484,"ZH-CN","Word Length"
"19",1.03244736678177,1.86491005395719,"ZH-CN","Word Length"
"20",1.04494232523743,1.66136104475248,"ZH-CN","Word Length"
"21",1.05743728369308,1.42648736775409,"ZH-CN","Word Length"
"22",1.06993224214874,1.18025463715871,"ZH-CN","Word Length"
"23",1.08242720060439,0.940675582096532,"ZH-CN","Word Length"
"24",1.09492215906005,0.721886141097269,"ZH-CN","Word Length"
"25",1.10741711751571,0.533135515253318,"ZH-CN","Word Length"
"26",1.11991207597136,0.378704924031974,"ZH-CN","Word Length"
"27",1.13240703442702,0.258585009195863,"ZH-CN","Word Length"
"28",1.14490199288267,0.169624914523349,"ZH-CN","Word Length"
"29",1.15739695133833,0.10852749097148,"ZH-CN","Word Length"
"30",1.16989190979398,0.0669935788566485,"ZH-CN","Word Length"
"31",1.18238686824964,0.0398671021647525,"ZH-CN","Word Length"
"32",1.1948818267053,0.0228528949878034,"ZH-CN","Word Length"
"33",1.20737678516095,0.0126080887880646,"ZH-CN","Word Length"
"34",1.21987174361661,0.00668918417013673,"ZH-CN","Word Length"
"35",1.23236670207226,0.00341004527014466,"ZH-CN","Word Length"
"36",1.24486166052792,0.0016690950829929,"ZH-CN","Word Length"
"37",1.25735661898357,0.000783857637283585,"ZH-CN","Word Length"
"38",1.26985157743923,0.000352990909080497,"ZH-CN","Word Length"
"39",1.28234653589489,0.000152345495583604,"ZH-CN","Word Length"
"40",1.29484149435054,6.29851902242174e-05,"ZH-CN","Word Length"
"41",1.3073364528062,2.49358409135902e-05,"ZH-CN","Word Length"
"42",1.31983141126185,9.87002135724089e-06,"ZH-CN","Word Length"
"43",1.33232636971751,3.8765873300289e-06,"ZH-CN","Word Length"
"44",1.34482132817316,1.45698367236819e-06,"ZH-CN","Word Length"
"45",1.35731628662882,5.23584406422304e-07,"ZH-CN","Word Length"
"46",1.36981124508448,1.79804765162883e-07,"ZH-CN","Word Length"
"47",1.38230620354013,5.89837698050402e-08,"ZH-CN","Word Length"
"48",1.39480116199579,1.84788296985339e-08,"ZH-CN","Word Length"
"49",1.40729612045144,5.5279588878158e-09,"ZH-CN","Word Length"
"50",1.4197910789071,1.57896844525635e-09,"ZH-CN","Word Length"
"51",1.43228603736275,4.30619117806643e-10,"ZH-CN","Word Length"
"52",1.44478099581841,1.12133319708704e-10,"ZH-CN","Word Length"
"53",1.45727595427407,2.78831036526981e-11,"ZH-CN","Word Length"
"54",1.46977091272972,6.6280524782757e-12,"ZH-CN","Word Length"
"55",1.48226587118538,1.56955621939974e-12,"ZH-CN","Word Length"
"56",1.49476082964103,5.68553735092614e-13,"ZH-CN","Word Length"
"57",1.50725578809669,8.83249855810622e-13,"ZH-CN","Word Length"
"58",1.51975074655234,3.56943068688066e-12,"ZH-CN","Word Length"
"59",1.532245705008,1.52892765340144e-11,"ZH-CN","Word Length"
"60",1.54474066346366,6.28157153846462e-11,"ZH-CN","Word Length"
"61",1.55723562191931,2.46158083317447e-10,"ZH-CN","Word Length"
"62",1.56973058037497,9.19647523190236e-10,"ZH-CN","Word Length"
"63",1.58222553883062,3.27492343743396e-09,"ZH-CN","Word Length"
"64",1.59472049728628,1.11141679435963e-08,"ZH-CN","Word Length"
"65",1.60721545574193,3.59407464760094e-08,"ZH-CN","Word Length"
"66",1.61971041419759,1.1073768555471e-07,"ZH-CN","Word Length"
"67",1.63220537265325,3.25093454922503e-07,"ZH-CN","Word Length"
"68",1.6447003311089,9.09491658018004e-07,"ZH-CN","Word Length"
"69",1.65719528956456,2.59971306600048e-06,"ZH-CN","Word Length"
"70",1.66969024802021,7.35235989028429e-06,"ZH-CN","Word Length"
"71",1.68218520647587,1.98939683398917e-05,"ZH-CN","Word Length"
"72",1.69468016493152,5.15162327753209e-05,"ZH-CN","Word Length"
"73",1.70717512338718,0.000127720444603294,"ZH-CN","Word Length"
"74",1.71967008184284,0.000303299235980279,"ZH-CN","Word Length"
"75",1.73216504029849,0.000690266676694847,"ZH-CN","Word Length"
"76",1.74465999875415,0.00150653587006352,"ZH-CN","Word Length"
"77",1.7571549572098,0.00315561932665977,"ZH-CN","Word Length"
"78",1.76964991566546,0.00634891536876151,"ZH-CN","Word Length"
"79",1.78214487412111,0.0122808259518226,"ZH-CN","Word Length"
"80",1.79463983257677,0.0228611214930299,"ZH-CN","Word Length"
"81",1.80713479103243,0.0409965659887145,"ZH-CN","Word Length"
"82",1.81962974948808,0.0712606245776865,"ZH-CN","Word Length"
"83",1.83212470794374,0.12120708804648,"ZH-CN","Word Length"
"84",1.84461966639939,0.197897641446813,"ZH-CN","Word Length"
"85",1.85711462485505,0.310345483839371,"ZH-CN","Word Length"
"86",1.8696095833107,0.467747769842448,"ZH-CN","Word Length"
"87",1.88210454176636,0.677972617300639,"ZH-CN","Word Length"
"88",1.89459950022202,0.945611440384433,"ZH-CN","Word Length"
"89",1.90709445867767,1.26987526180703,"ZH-CN","Word Length"
"90",1.91958941713333,1.6427590438473,"ZH-CN","Word Length"
"91",1.93208437558898,2.04797425993282,"ZH-CN","Word Length"
"92",1.94457933404464,2.46111700698227,"ZH-CN","Word Length"
"93",1.95707429250029,2.85137712803171,"ZH-CN","Word Length"
"94",1.96956925095595,3.18481046742728,"ZH-CN","Word Length"
"95",1.9820642094116,3.42883140046582,"ZH-CN","Word Length"
"96",1.99455916786726,3.54822425022816,"ZH-CN","Word Length"
