image_id,target,freq,entropy,surprisal,prob_target,response,acc
10900.jpg,雇,5.266265936000878e-05,3.782532215118408,7.927901521216956,0.00036054220981895924,准,0
7758.jpg,翼,6.607123314539847e-05,4.73564338684082,8.541738327379276,0.0001951507292687893,矣,0
4837.jpg,款,0.0003562664532349,5.262276649475098,10.680512789902885,2.2988584532868117e-05,示,0
18677.jpg,紊,3.9966618481089085e-07,2.8805625438690186,15.363675852190331,2.1263774385715806e-07,杀,0
6548.jpg,贸,1.204828369121972e-05,1.7952699661254883,8.337240422766273,0.00023943216365296394,贝,0
4481.jpg,沉,0.0001075276931581,7.45260763168335,9.29775217095955,9.162996866507456e-05,还,0
3716.jpg,否,5.026595776551883e-05,2.8373517990112305,7.248084740694349,0.0007115358603186905,口,0
10837.jpg,拨,9.781133534269772e-05,2.6118111610412598,9.205820398238323,0.00010045302042271942,攻,0
6140.jpg,庄,9.781133534269772e-05,3.375856876373291,0.6602033896431597,0.5167462229728699,庄,1
9956.jpg,赤,7.773086252399819e-05,3.81398344039917,9.1906259341838,0.0001019910050672479,小,0
1549.jpg,山,0.0006328587723828,1.5460901260375977,0.19579697742546998,0.8221791386604309,山,1
14818.jpg,乖,3.7246038292749135e-05,7.8704915046691895,9.146798929100198,0.000106560364656616,和,0
18428.jpg,庚,1.1011872190899744e-05,1.0912131071090698,9.337510685865354,8.805836841929704e-05,厌,0
767.jpg,点,0.0032452635103769,3.7143993377685547,0.733980249187812,0.47999468445777893,点,1
5693.jpg,疗,2.0987332881479516e-05,7.296385765075684,8.491639669984119,0.0002051765623036772,力,0
9700.jpg,询,3.478456097948919e-05,5.093415260314941,7.48661918188638,0.0005605348269455135,问,0
20914.jpg,堰,2.8954746290189327e-06,6.315998554229736,9.669873617921976,6.315783684840426e-05,这,0
4517.jpg,啊,0.0053893398016638,7.992105484008789,7.829357889456684,0.00039788088179193437,和,0
12411.jpg,矣,5.512413667326872e-05,0.7963431477546692,4.913845243035345,0.007344193756580353,矢,0
20054.jpg,茸,5.2662659360008775e-06,3.8380513191223145,11.612455832211381,9.052624591276981e-06,升,0
19888.jpg,侃,2.001569709992953e-06,7.8628458976745605,11.45275908052194,1.062013234331971e-05,苗,0
3292.jpg,族,0.0003245263510376,6.107812404632568,5.928717700968194,0.002661893144249916,大,0
9011.jpg,拔,6.801450470849841e-05,4.91182279586792,9.044117611567188,0.0001180836115963757,仪,0
1403.jpg,报,0.0011011872190899,6.834887504577637,8.21745131564486,0.00026990208425559103,仪,0
